length	links	quoted	position	sentiment	keywords	utility
715	13	1	1	0	64	5
18	0	0	2	1	2	0
37	0	1	3	0	0	0
7	0	0	4	0	0	0
56	2	1	5	0	3	0
25	1	0	6	1	0	0
35	3	0	7	0	1	2
43	0	1	8	0	3	2
17	1	1	9	0	1	2
40	2	0	10	0	2	2
35	2	0	11	0	1	2
14	0	0	12	0	2	2
2	0	0	13	0	0	2
9	1	0	14	0	0	2
15	0	0	15	0	1	2
46	1	0	16	0	4	2
42	0	0	17	1	5	2
1	0	0	18	0	0	0
23	0	0	19	0	2	2
23	0	0	20	0	0	2
67	1	0	21	0	3	0
15	0	0	22	0	0	0
34	1	0	23	0	3	0
10	0	1	24	0	0	0
22	1	0	25	0	0	0
6	1	0	26	0	0	0
50	1	0	27	0	2	2
5	0	0	28	0	2	2
17	0	0	29	0	3	2
20	0	0	30	0	1	2
14	0	0	31	0	0	2
205	0	0	32	0	21	2
103	0	0	33	0	9	3
63	0	1	34	0	5	2
44	1	0	35	0	4	2
35	1	0	36	0	1	2
8	0	0	37	0	0	2
9	0	0	38	0	0	2
23	0	0	39	0	2	2
21	0	0	40	2	1	0
16	0	0	41	0	2	0
80	1	0	42	2	6	0
99	0	0	43	0	10	2
2	0	0	44	0	0	0
27	2	0	45	0	2	2
5	1	0	46	0	0	2
41	0	0	47	0	5	2
35	1	0	48	0	3	2
14	0	0	49	0	0	2
32	0	0	50	0	3	2
21	0	0	51	0	2	2
74	2	0	52	0	5	2
25	1	0	53	0	3	2
15	0	0	54	0	0	2
39	0	0	55	0	2	2
13	0	0	56	0	1	2
52	1	0	57	0	5	2
22	1	0	58	0	1	2
45	0	0	59	0	3	2
27	1	0	60	0	1	2
59	1	0	61	0	3	2
16	1	1	62	0	2	2
61	2	1	63	0	5	2
20	0	0	64	0	2	2
40	0	1	65	0	2	2
32	0	1	66	0	1	2
48	0	0	67	0	1	2
17	0	1	68	0	0	2
57	0	0	69	0	0	2
20	0	1	70	0	0	2
151	1	1	71	0	4	2
3	0	0	72	0	0	0
40	1	1	73	0	3	2
68	1	0	74	0	3	2
28	0	0	75	0	1	2
5	0	1	76	0	1	0
36	0	0	77	0	2	2
20	1	0	78	0	2	2
12	0	1	79	0	0	2
74	1	0	80	0	0	2
25	1	1	81	0	0	2
58	2	0	82	0	1	2
66	0	1	83	0	5	2
69	0	4	84	0	7	2
10	0	2	85	0	1	2
78	0	0	86	0	7	2
30	0	0	87	0	3	2
37	0	0	88	0	3	2
33	0	0	89	0	3	2
33	0	2	90	0	3	2
48	0	0	91	0	3	2
6	1	1	92	0	0	0
34	3	0	93	0	0	0
9	1	0	94	0	0	0
47	4	0	95	0	3	2
14	2	0	96	0	0	2
47	1	0	97	0	2	2
2	1	0	98	0	0	0
20	0	0	99	0	0	2
6	0	0	100	0	0	2
11	1	0	101	0	0	0
91	0	0	102	0	8	2
78	2	0	103	0	5	2
76	2	0	104	0	3	2
9	0	0	105	0	2	2
22	0	1	106	0	1	2
168	1	0	107	0	9	2
16	0	1	108	0	1	2
25	0	0	109	0	1	0
14	3	0	110	0	0	0
36	1	0	111	0	3	2
19	1	1	112	0	1	0
32	2	1	113	0	1	0
17	0	1	114	1	1	0
31	0	0	115	0	1	0
34	0	1	116	0	3	0
26	1	0	117	0	0	0
17	1	0	118	0	0	0
77	0	0	119	0	4	2
35	1	0	120	0	1	2
45	0	0	121	0	1	2
6	1	0	122	0	0	0
40	0	0	123	0	4	2
24	0	0	124	0	2	2
2	0	0	125	0	0	2
185	2	0	126	0	21	3
7	0	0	127	0	0	2
4	0	0	128	0	0	2
7	0	0	129	0	0	2
22	0	0	130	0	0	2
13	1	0	131	0	0	2
24	1	1	132	0	0	2
43	1	0	133	0	0	2
9	0	0	134	0	0	2
10	0	0	135	0	0	2
39	0	0	136	0	2	2
161	0	2	137	0	14	2
93	1	0	138	0	4	2
21	0	0	139	0	0	2
71	0	0	140	0	6	2
71	0	0	141	0	4	2
191	1	1	142	0	17	2
179	1	0	143	0	12	2
140	0	2	144	0	11	2
74	0	0	145	0	2	2
30	0	0	146	0	2	2
37	1	0	147	0	3	2
53	2	0	148	0	1	2
41	1	0	149	0	4	2
29	0	0	150	0	1	2
89	1	0	151	0	8	2
60	0	0	152	0	6	2
34	0	0	153	0	4	2
17	1	0	154	0	1	2
79	0	0	155	0	6	2
37	1	0	156	0	2	2
40	0	0	157	0	1	2
27	1	1	158	0	2	2
9	0	0	159	0	0	2
27	0	0	160	0	2	2
194	2	0	161	-1	11	2
103	1	1	162	0	6	2
23	0	0	163	0	0	2
18	0	0	164	0	1	2
23	0	0	165	0	2	2
21	0	0	166	0	2	2
82	0	2	167	0	5	2
92	0	0	168	0	3	2
138	0	0	169	0	10	2
32	1	0	170	0	1	2
58	0	0	171	0	2	2
54	0	1	172	0	5	2
44	0	0	173	0	5	2
2	1	0	174	0	0	0
14	0	0	175	0	0	0
16	1	0	176	0	1	2
21	0	0	177	0	3	2
10	0	0	178	0	0	2
19	0	0	179	0	1	2
15	0	0	180	0	0	2
13	0	0	181	0	0	2
13	0	0	182	0	0	2
18	0	0	183	0	2	2
98	2	0	184	0	2	2
40	0	0	185	0	1	2
29	2	0	186	0	2	2
21	0	0	187	-1	1	0
65	0	0	188	0	3	2
15	0	2	189	0	2	2
3	0	1	190	0	0	0
18	0	0	191	0	0	0
5	0	0	192	0	0	0
35	0	0	193	0	1	0
55	0	1	194	0	3	2
17	1	0	195	0	0	2
14	1	0	196	0	2	2
23	1	0	197	0	0	2
9	0	1	198	0	0	2
52	0	0	199	0	0	2
21	0	0	200	0	1	2
52	2	0	201	0	2	2
35	0	0	202	0	0	2
4	1	0	203	0	0	2
13	1	0	204	0	0	2
9	0	0	205	0	0	2
6	1	0	206	0	0	2
108	1	1	207	0	16	2
30	1	0	208	0	3	2
12	0	0	209	0	1	2
3	0	0	210	0	0	2
34	0	0	211	0	1	2
21	1	0	212	0	0	2
22	0	0	213	0	1	2
15	1	0	214	0	1	2
21	0	0	215	0	3	2
18	1	0	216	0	2	2
47	0	0	217	0	8	2
3	0	1	218	0	0	2
117	0	0	219	0	10	2
5	0	0	220	0	1	2
28	0	0	221	0	2	2
37	0	0	222	0	4	2
22	0	0	223	0	0	2
14	0	0	224	0	2	2
27	0	0	225	0	3	2
40	5	0	226	0	0	2
8	0	0	227	0	0	2
17	0	1	228	0	1	2
26	0	0	229	0	3	2
91	1	0	230	0	12	2
15	0	1	231	0	0	2
55	0	0	232	0	4	2
11	0	2	233	0	1	2
76	0	2	234	0	9	2
85	0	0	235	0	13	2
28	0	0	236	0	3	2
20	1	1	237	0	1	2
22	1	2	238	0	1	2
39	0	0	239	0	1	2
32	1	0	240	0	2	2
7	0	0	241	0	0	2
4	0	0	242	0	0	2
90	0	0	243	0	7	2
8	2	0	244	0	0	2
59	0	0	245	0	5	2
83	0	0	246	0	9	2
5	1	1	247	0	0	2
63	1	1	248	0	0	2
71	0	0	249	0	0	2
11	0	0	250	0	0	2
41	0	1	251	0	2	2
64	1	0	252	0	6	2
51	0	0	253	0	4	2
75	0	0	254	0	5	2
20	0	1	255	0	0	2
125	0	0	256	0	4	2
69	1	0	257	0	4	2
62	1	1	258	0	2	2
17	2	0	259	0	0	2
79	0	0	260	0	6	2
27	0	1	261	0	1	2
32	0	0	262	0	2	2
38	0	0	263	0	2	2
10	1	1	264	0	1	2
82	1	0	265	0	5	2
23	1	1	266	0	0	2
37	1	0	267	0	0	2
66	1	0	268	0	3	2
8	1	0	269	0	0	2
22	0	0	270	0	2	2
15	0	0	271	0	0	2
6	1	0	272	0	0	2
7	0	0	273	0	0	2
156	0	0	274	0	7	2
11	1	1	275	0	1	2
33	1	0	276	0	2	2
17	0	1	277	0	0	2
79	1	0	278	0	1	2
24	0	0	279	0	4	2
31	1	1	280	0	1	2
55	0	0	281	0	1	2
12	0	1	282	0	1	2
91	0	0	283	0	6	2
20	1	0	284	0	0	2
25	0	0	285	0	3	2
10	0	0	286	0	3	2
18	0	0	287	0	0	2
5	0	0	288	0	0	2
36	1	0	289	0	5	2
11	3	0	290	0	0	2
6	1	0	291	0	1	2
19	0	0	292	0	2	2
12	0	0	293	0	1	2
6	0	0	294	0	1	2
68	0	1	295	0	4	2
30	0	1	296	0	1	2
39	0	0	297	0	2	2
15	0	0	298	0	3	2
27	0	0	299	0	0	2
80	2	0	300	0	1	2
12	1	0	301	0	0	2
60	0	0	302	0	4	2
11	0	0	303	0	2	2
13	0	0	304	0	2	2
20	0	1	305	0	2	2
4	0	0	306	0	0	2
73	0	1	307	0	5	2
46	0	0	308	0	3	2
55	0	0	309	0	1	2
16	0	1	310	0	0	2
30	2	0	311	0	0	2
5	1	0	312	0	0	2
69	0	0	313	0	1	2
31	2	0	314	0	1	2
17	1	1	315	0	0	2
118	1	1	316	0	15	3
59	0	0	317	0	5	2
16	0	0	318	0	3	2
5	0	0	319	0	0	2
55	0	0	320	0	5	2
29	0	0	321	0	1	2
40	0	0	322	0	4	2
16	0	0	323	0	0	2
21	1	0	324	0	0	2
17	0	0	325	0	0	2
29	3	0	326	0	0	2
33	1	1	327	0	1	2
42	1	0	328	0	2	2
10	0	0	329	0	1	2
20	3	0	330	0	2	2
54	0	0	331	0	8	2
20	0	0	332	0	2	2
12	0	1	333	0	2	2
97	1	0	334	0	17	2
46	1	0	335	0	2	2
13	3	2	336	0	3	2
25	4	0	337	0	4	2
32	3	0	338	0	6	2
2	1	0	339	0	0	2
71	1	0	340	0	6	2
10	3	0	341	0	2	2
11	1	0	342	0	1	2
20	0	0	343	0	2	2
17	0	0	344	0	0	2
18	2	0	345	0	1	2
22	0	0	346	0	0	2
50	0	0	347	0	2	2
118	3	1	348	0	6	2
27	1	0	349	0	0	2
12	0	1	350	0	1	2
45	0	0	351	0	4	2
61	1	0	352	0	0	2
44	0	0	353	0	1	2
6	2	0	354	0	0	2
15	1	0	355	0	0	2
4	0	0	356	0	0	2
22	0	0	357	0	0	2
1	0	0	358	0	0	2
85	1	0	359	0	4	2
69	0	3	360	0	9	2
30	1	0	361	0	1	2
176	0	0	362	0	21	2
25	2	0	363	0	2	2
89	2	1	364	0	10	2
98	0	2	365	0	13	2
68	0	1	366	0	3	2
115	1	2	367	0	6	2
112	1	0	368	0	4	2
21	2	1	369	0	2	2
75	2	1	370	0	6	2
66	1	1	371	0	4	2
46	1	1	372	0	3	2
20	1	1	373	0	1	2
21	0	1	374	0	1	2
52	1	2	375	0	4	2
70	1	0	376	0	4	2
25	2	0	377	0	0	2
16	0	1	378	0	1	2
55	0	1	379	0	1	2
4	1	1	380	0	0	2
75	1	0	381	0	2	2
43	0	2	382	0	3	2
74	0	1	383	0	2	2
120	1	1	384	0	4	2
42	0	1	385	0	4	2
75	0	1	386	0	2	2
55	0	1	387	0	1	2
101	0	1	388	0	1	2
196	0	0	389	0	5	2
83	1	1	390	0	3	2
53	1	0	391	0	3	2
27	3	0	392	0	1	2
26	4	2	393	0	0	2
31	4	0	394	0	1	2
34	4	1	395	0	1	2
96	1	1	396	0	5	2
16	1	1	397	0	0	2
18	0	0	398	0	0	2
31	1	1	399	0	1	2
134	1	0	400	0	6	2
20	0	1	401	0	0	2
80	0	0	402	0	4	2
111	0	1	403	0	4	2
59	0	1	404	0	3	2
86	1	1	405	0	2	2
25	2	0	406	0	0	2
32	2	0	407	0	1	2
34	3	0	408	-2	2	2
13	0	1	409	0	2	2
144	0	0	410	0	10	2
9	1	0	411	-1	0	0
3	0	0	412	-2	0	0
112	1	0	413	0	8	2
28	0	1	414	0	3	2
94	0	1	415	0	6	2
18	0	1	416	0	2	2
20	0	0	417	0	1	2
40	1	0	418	0	0	2
15	0	0	419	0	0	2
11	0	1	420	0	0	2
25	1	0	421	0	0	2
177	0	0	422	0	20	2
1	0	0	423	0	0	2
92	0	0	424	0	10	2
3	0	0	425	0	0	2
14	0	0	426	0	1	2
34	0	1	427	0	2	2
54	0	1	428	0	3	2
41	0	1	429	0	2	2
24	0	1	430	0	1	2
16	0	0	431	0	0	2
10	0	0	432	0	0	2
26	0	0	433	0	1	2
11	0	0	434	0	0	2
23	0	1	435	0	0	2
33	0	2	436	0	0	2
54	0	0	437	0	1	2
38	0	0	438	0	0	2
43	0	0	439	0	7	2
34	1	1	440	0	1	2
30	1	0	441	0	2	2
44	0	0	442	0	0	2
56	0	0	443	0	1	2
4	0	0	444	0	0	2
13	0	0	445	0	1	2
50	0	0	446	0	10	2
24	1	0	447	0	1	2
66	4	0	448	0	1	2
8	0	0	449	0	0	2
6	0	0	450	0	0	2
47	0	0	451	0	3	2
14	0	0	452	0	0	2
28	1	1	453	0	4	2
90	2	0	454	0	10	2
5	0	1	455	0	0	2
36	0	0	456	0	1	2
8	0	0	457	0	0	2
5	0	0	458	0	0	2
2	0	0	459	0	0	2
86	3	0	460	0	12	2
87	1	0	461	0	5	2
24	2	0	462	0	1	2
21	0	0	463	0	1	2
31	0	0	464	0	0	2
5	0	1	465	0	1	2
32	0	0	466	0	3	2
13	0	1	467	0	3	2
42	0	0	468	0	3	2
30	0	1	469	0	2	2
6	0	0	470	0	0	2
55	2	0	471	0	2	2
37	0	0	472	0	6	2
4	0	0	473	0	0	2
9	0	0	474	0	0	2
82	0	0	475	0	1	2
4	0	0	476	0	1	2
10	0	0	477	0	0	2
3	0	1	478	0	0	2
15	1	1	479	0	0	2
24	2	0	480	0	1	2
23	1	0	481	0	0	2
5	1	0	482	0	0	2
75	0	0	483	0	3	2
3	0	0	484	0	0	2
8	0	0	485	0	1	2
29	0	0	486	0	0	2
2	0	0	487	0	0	2
12	1	1	488	0	0	2
29	1	0	489	0	0	2
49	0	1	490	0	0	2
2	1	0	491	0	0	2
44	0	0	492	0	4	2
24	0	0	493	0	2	2
13	0	0	494	0	0	2
8	0	0	495	0	0	2
7	0	0	496	0	0	2
5	0	0	497	0	0	2
8	0	0	498	0	0	2
24	0	0	499	0	3	2
23	0	0	500	0	3	2
